ENSG00000284668	LINC02780	Gene Expression
ENSG00000284703	AL805961.1	Gene Expression
ENSG00000235054	LINC01777	Gene Expression
ENSG00000284694	AL355602.1	Gene Expression
ENSG00000227169	Z98747.1	Gene Expression
ENSG00000232596	LINC01646	Gene Expression
ENSG00000196581	AJAP1	Gene Expression
ENSG00000287586	Z98886.1	Gene Expression
ENSG00000284739	BX005132.1	Gene Expression
ENSG00000284674	LINC02781	Gene Expression
ENSG00000231510	LINC02782	Gene Expression
ENSG00000284616	AL139823.1	Gene Expression
ENSG00000284692	Z98259.3	Gene Expression
ENSG00000284666	Z98259.2	Gene Expression
ENSG00000260972	Z98259.1	Gene Expression
ENSG00000236948	AL365255.1	Gene Expression
ENSG00000131697	NPHP4	Gene Expression
ENSG00000069424	KCNAB2	Gene Expression
ENSG00000116254	CHD5	Gene Expression
ENSG00000116251	RPL22	Gene Expression
ENSG00000226944	AL031847.1	Gene Expression
ENSG00000158286	RNF207	Gene Expression
ENSG00000116237	ICMT	Gene Expression
ENSG00000225077	LINC00337	Gene Expression
ENSG00000173673	HES3	Gene Expression
ENSG00000158292	GPR153	Gene Expression
ENSG00000097021	ACOT7	Gene Expression
ENSG00000271746	AL031848.2	Gene Expression
ENSG00000069812	HES2	Gene Expression
ENSG00000187017	ESPN	Gene Expression
ENSG00000231868	AL031848.1	Gene Expression
ENSG00000215788	TNFRSF25	Gene Expression
ENSG00000171680	PLEKHG5	Gene Expression
ENSG00000162408	NOL9	Gene Expression
ENSG00000173662	TAS1R1	Gene Expression
ENSG00000204859	ZBTB48	Gene Expression
ENSG00000162413	KLHL21	Gene Expression
ENSG00000116273	PHF13	Gene Expression
ENSG00000041988	THAP3	Gene Expression
ENSG00000007923	DNAJC11	Gene Expression
ENSG00000228750	LINC01672	Gene Expression
ENSG00000284744	AL591163.1	Gene Expression
ENSG00000237436	CAMTA1-DT	Gene Expression
ENSG00000171735	CAMTA1	Gene Expression
ENSG00000237365	AL512330.1	Gene Expression
ENSG00000237402	CAMTA1-IT1	Gene Expression
ENSG00000237728	Z97987.1	Gene Expression
ENSG00000225126	AL365194.1	Gene Expression
ENSG00000270171	AL359881.3	Gene Expression
ENSG00000270035	AL359881.2	Gene Expression
ENSG00000269978	AL359881.1	Gene Expression
ENSG00000049245	VAMP3	Gene Expression
ENSG00000269925	Z98884.2	Gene Expression
ENSG00000049246	PER3	Gene Expression
ENSG00000236266	Z98884.1	Gene Expression
ENSG00000049247	UTS2	Gene Expression
ENSG00000049249	TNFRSF9	Gene Expression
ENSG00000116288	PARK7	Gene Expression
ENSG00000284747	AL034417.4	Gene Expression
ENSG00000284716	AL034417.3	Gene Expression
ENSG00000116285	ERRFI1	Gene Expression
ENSG00000238290	AL034417.2	Gene Expression
ENSG00000227634	LINC01714	Gene Expression
ENSG00000233645	AL358876.2	Gene Expression
ENSG00000162426	SLC45A1	Gene Expression
ENSG00000142599	RERE	Gene Expression
ENSG00000232912	RERE-AS1	Gene Expression
ENSG00000228423	AL357552.2	Gene Expression
ENSG00000074800	ENO1	Gene Expression
ENSG00000230679	ENO1-AS1	Gene Expression
ENSG00000131686	CA6	Gene Expression
ENSG00000197241	SLC2A7	Gene Expression
ENSG00000142583	SLC2A5	Gene Expression
ENSG00000180758	GPR157	Gene Expression
ENSG00000228526	MIR34AHG	Gene Expression
ENSG00000234546	LNCTAM34A	Gene Expression
ENSG00000049239	H6PD	Gene Expression
ENSG00000171621	SPSB1	Gene Expression
ENSG00000284652	BX323043.1	Gene Expression
ENSG00000284693	LINC02606	Gene Expression
ENSG00000235263	AL928921.1	Gene Expression
ENSG00000171612	SLC25A33	Gene Expression
ENSG00000188807	TMEM201	Gene Expression
ENSG00000171608	PIK3CD	Gene Expression
ENSG00000179840	PIK3CD-AS1	Gene Expression
ENSG00000231789	PIK3CD-AS2	Gene Expression
ENSG00000171603	CLSTN1	Gene Expression
ENSG00000178585	CTNNBIP1	Gene Expression
ENSG00000223989	AL357140.1	Gene Expression
ENSG00000285701	AL357140.4	Gene Expression
ENSG00000162441	LZIC	Gene Expression
ENSG00000228150	AL357140.2	Gene Expression
ENSG00000173614	NMNAT1	Gene Expression
ENSG00000241326	AL603962.1	Gene Expression
ENSG00000162444	RBP7	Gene Expression
ENSG00000130939	UBE4B	Gene Expression
ENSG00000054523	KIF1B	Gene Expression
ENSG00000284735	AL139424.3	Gene Expression
ENSG00000284642	AL139424.2	Gene Expression
ENSG00000142657	PGD	Gene Expression
ENSG00000271989	AL139424.1	Gene Expression
ENSG00000175279	CENPS	Gene Expression
ENSG00000241563	CORT	Gene Expression
ENSG00000160049	DFFA	Gene Expression
ENSG00000203469	AL354956.1	Gene Expression
ENSG00000142655	PEX14	Gene Expression
ENSG00000287727	AL139423.2	Gene Expression
ENSG00000130940	CASZ1	Gene Expression
ENSG00000272078	AL139423.1	Gene Expression
ENSG00000175262	C1orf127	Gene Expression
ENSG00000120948	TARDBP	Gene Expression
ENSG00000009724	MASP2	Gene Expression
ENSG00000271895	AL109811.2	Gene Expression
ENSG00000116649	SRM	Gene Expression
ENSG00000171824	EXOSC10	Gene Expression
ENSG00000226849	AL109811.1	Gene Expression
ENSG00000230337	EXOSC10-AS1	Gene Expression
ENSG00000198793	MTOR	Gene Expression
ENSG00000225602	MTOR-AS1	Gene Expression
ENSG00000171819	ANGPTL7	Gene Expression
ENSG00000120942	UBIAD1	Gene Expression
ENSG00000284646	AL031291.1	Gene Expression
ENSG00000204624	DISP3	Gene Expression
ENSG00000285833	AL590989.1	Gene Expression
ENSG00000235643	LINC01647	Gene Expression
ENSG00000284708	AL031731.1	Gene Expression
ENSG00000116661	FBXO2	Gene Expression
ENSG00000132879	FBXO44	Gene Expression
ENSG00000116663	FBXO6	Gene Expression
ENSG00000116670	MAD2L2	Gene Expression
ENSG00000162490	DRAXIN	Gene Expression
ENSG00000177674	AGTRAP	Gene Expression
ENSG00000215910	C1orf167	Gene Expression
ENSG00000177553	AL953897.1	Gene Expression
ENSG00000177000	MTHFR	Gene Expression
ENSG00000011021	CLCN6	Gene Expression
ENSG00000175206	NPPA	Gene Expression
ENSG00000120937	NPPB	Gene Expression
ENSG00000285646	AL021155.5	Gene Expression
ENSG00000116685	KIAA2013	Gene Expression
ENSG00000083444	PLOD1	Gene Expression
ENSG00000287384	AL096840.2	Gene Expression
ENSG00000116688	MFN2	Gene Expression
ENSG00000116691	MIIP	Gene Expression
ENSG00000120949	TNFRSF8	Gene Expression
ENSG00000285604	AL357835.1	Gene Expression
ENSG00000028137	TNFRSF1B	Gene Expression
ENSG00000048707	VPS13D	Gene Expression
ENSG00000229484	LINC02766	Gene Expression
ENSG00000162496	DHRS3	Gene Expression
ENSG00000272482	AC254633.1	Gene Expression
ENSG00000204518	AADACL4	Gene Expression
ENSG00000188984	AADACL3	Gene Expression
ENSG00000157330	C1orf158	Gene Expression
ENSG00000116726	PRAMEF12	Gene Expression
ENSG00000116721	PRAMEF1	Gene Expression
ENSG00000228338	LINC01784	Gene Expression
ENSG00000239810	PRAMEF11	Gene Expression
ENSG00000179172	HNRNPCL1	Gene Expression
ENSG00000120952	PRAMEF2	Gene Expression
ENSG00000243073	PRAMEF4	Gene Expression
ENSG00000187545	PRAMEF10	Gene Expression
ENSG00000204510	PRAMEF7	Gene Expression
ENSG00000232423	PRAMEF6	Gene Expression
ENSG00000274764	PRAMEF27	Gene Expression
ENSG00000277058	HNRNPCL3	Gene Expression
ENSG00000229571	PRAMEF25	Gene Expression
ENSG00000275774	HNRNPCL2	Gene Expression
ENSG00000233336	AC245056.1	Gene Expression
ENSG00000280267	PRAMEF26	Gene Expression
ENSG00000179412	HNRNPCL4	Gene Expression
ENSG00000204505	PRAMEF9	Gene Expression
ENSG00000279169	PRAMEF13	Gene Expression
ENSG00000279804	PRAMEF18	Gene Expression
ENSG00000270601	PRAMEF5	Gene Expression
ENSG00000182330	PRAMEF8	Gene Expression
ENSG00000237700	PRAMEF33	Gene Expression
ENSG00000204501	PRAMEF15	Gene Expression
ENSG00000228229	AC243961.1	Gene Expression
ENSG00000204481	PRAMEF14	Gene Expression
ENSG00000204480	PRAMEF19	Gene Expression
ENSG00000204479	PRAMEF17	Gene Expression
ENSG00000204478	PRAMEF20	Gene Expression
ENSG00000162494	LRRC38	Gene Expression
ENSG00000259961	AL354712.1	Gene Expression
ENSG00000162493	PDPN	Gene Expression
ENSG00000237445	AL359771.1	Gene Expression
ENSG00000116731	PRDM2	Gene Expression
ENSG00000189337	KAZN	Gene Expression
ENSG00000231606	AL357873.1	Gene Expression
ENSG00000234593	KAZN-AS1	Gene Expression
ENSG00000287756	AL031293.1	Gene Expression
ENSG00000175147	TMEM51-AS1	Gene Expression
ENSG00000171729	TMEM51	Gene Expression
ENSG00000204464	C1orf195	Gene Expression
ENSG00000142621	FHAD1	Gene Expression
ENSG00000233485	AL031283.2	Gene Expression
ENSG00000236045	AL031283.3	Gene Expression
ENSG00000228140	AL031283.1	Gene Expression
ENSG00000142634	EFHD2	Gene Expression
ENSG00000162438	CTRC	Gene Expression
ENSG00000142615	CELA2A	Gene Expression
ENSG00000215704	CELA2B	Gene Expression
ENSG00000132906	CASP9	Gene Expression
ENSG00000116138	DNAJC16	Gene Expression
ENSG00000272510	AL121992.3	Gene Expression
ENSG00000116771	AGMAT	Gene Expression
ENSG00000237301	AL121992.1	Gene Expression
ENSG00000197312	DDI2	Gene Expression
ENSG00000215695	RSC1A1	Gene Expression
ENSG00000271742	AL121992.2	Gene Expression
ENSG00000116786	PLEKHM2	Gene Expression
ENSG00000237938	AL450998.3	Gene Expression
ENSG00000162461	SLC25A34	Gene Expression
ENSG00000224459	SLC25A34-AS1	Gene Expression
ENSG00000162460	TMEM82	Gene Expression
ENSG00000162458	FBLIM1	Gene Expression
ENSG00000233954	UQCRHL	Gene Expression
ENSG00000179743	AL450998.2	Gene Expression
ENSG00000065526	SPEN	Gene Expression
ENSG00000116809	ZBTB17	Gene Expression
ENSG00000183888	SRARP	Gene Expression
ENSG00000233078	AL355994.3	Gene Expression
ENSG00000173641	HSPB7	Gene Expression
ENSG00000186510	CLCNKA	Gene Expression
ENSG00000184908	CLCNKB	Gene Expression
ENSG00000185519	FAM131C	Gene Expression
ENSG00000142627	EPHA2	Gene Expression
ENSG00000227959	AL451042.2	Gene Expression
ENSG00000224621	AL451042.1	Gene Expression
ENSG00000234166	ARHGEF19-AS1	Gene Expression
ENSG00000142632	ARHGEF19	Gene Expression
ENSG00000288398	AL109627.1	Gene Expression
ENSG00000132881	CPLANE2	Gene Expression
ENSG00000037637	FBXO42	Gene Expression
ENSG00000055070	SZRD1	Gene Expression
ENSG00000187144	SPATA21	Gene Expression
ENSG00000157191	NECAP2	Gene Expression
ENSG00000226029	LINC01772	Gene Expression
ENSG00000261135	AL137802.2	Gene Expression
ENSG00000224174	AL137802.1	Gene Expression
ENSG00000233421	LINC01783	Gene Expression
ENSG00000219481	NBPF1	Gene Expression
ENSG00000271732	AL137798.1	Gene Expression
ENSG00000282143	AL137798.2	Gene Expression
ENSG00000279151	AL021920.1	Gene Expression
ENSG00000282740	AL021920.3	Gene Expression
ENSG00000058453	CROCC	Gene Expression
ENSG00000223643	BX284668.1	Gene Expression
ENSG00000228549	BX284668.2	Gene Expression
ENSG00000238142	BX284668.5	Gene Expression
ENSG00000272426	BX284668.6	Gene Expression
ENSG00000117122	MFAP2	Gene Expression
ENSG00000286898	AL049569.2	Gene Expression
ENSG00000226526	AL049569.1	Gene Expression
ENSG00000159363	ATP13A2	Gene Expression
ENSG00000117118	SDHB	Gene Expression
ENSG00000117115	PADI2	Gene Expression
ENSG00000204362	LINC02783	Gene Expression
ENSG00000282843	AL590644.1	Gene Expression
ENSG00000142623	PADI1	Gene Expression
ENSG00000142619	PADI3	Gene Expression
ENSG00000159339	PADI4	Gene Expression
ENSG00000276747	PADI6	Gene Expression
ENSG00000227751	RCC2-AS1	Gene Expression
ENSG00000179051	RCC2	Gene Expression
ENSG00000074964	ARHGEF10L	Gene Expression
ENSG00000236648	LINC02810	Gene Expression
ENSG00000117148	ACTL8	Gene Expression
ENSG00000284653	AL357509.1	Gene Expression
ENSG00000261781	LINC01654	Gene Expression
ENSG00000117154	IGSF21	Gene Expression
ENSG00000230035	IGSF21-AS1	Gene Expression
ENSG00000225387	AL591896.1	Gene Expression
ENSG00000179023	KLHDC7A	Gene Expression
ENSG00000009709	PAX7	Gene Expression
ENSG00000179002	TAS1R2	Gene Expression
ENSG00000159423	ALDH4A1	Gene Expression
ENSG00000169991	IFFO2	Gene Expression
ENSG00000272084	AL137127.1	Gene Expression
ENSG00000127481	UBR4	Gene Expression
ENSG00000230424	EMC1-AS1	Gene Expression
ENSG00000127463	EMC1	Gene Expression
ENSG00000053372	MRTO4	Gene Expression
ENSG00000162482	AKR7A3	Gene Expression
ENSG00000053371	AKR7A2	Gene Expression
ENSG00000040487	SLC66A1	Gene Expression
ENSG00000077549	CAPZB	Gene Expression
ENSG00000173436	MICOS10	Gene Expression
ENSG00000235185	AL031727.2	Gene Expression
ENSG00000158747	NBL1	Gene Expression
ENSG00000158748	HTR6	Gene Expression
ENSG00000162542	TMCO4	Gene Expression
ENSG00000178828	RNF186	Gene Expression
ENSG00000235434	AL391883.1	Gene Expression
ENSG00000169914	OTUD3	Gene Expression
ENSG00000188784	PLA2G2E	Gene Expression
ENSG00000188257	PLA2G2A	Gene Expression
ENSG00000127472	PLA2G5	Gene Expression
ENSG00000117215	PLA2G2D	Gene Expression
ENSG00000158786	PLA2G2F	Gene Expression
ENSG00000227066	Z98257.1	Gene Expression
ENSG00000187980	PLA2G2C	Gene Expression
ENSG00000225986	UBXN10-AS1	Gene Expression
ENSG00000162543	UBXN10	Gene Expression
ENSG00000228105	LINC01757	Gene Expression
ENSG00000284710	Z98257.2	Gene Expression
ENSG00000158816	VWA5B1	Gene Expression
ENSG00000226664	AL020998.1	Gene Expression
ENSG00000236963	LINC01141	Gene Expression
ENSG00000226487	AL139254.1	Gene Expression
ENSG00000284641	AL139254.2	Gene Expression
ENSG00000284743	AL139254.3	Gene Expression
ENSG00000162545	CAMK2N1	Gene Expression
ENSG00000090432	MUL1	Gene Expression
ENSG00000183114	FAM43B	Gene Expression
ENSG00000158825	CDA	Gene Expression
ENSG00000158828	PINK1	Gene Expression
ENSG00000117242	PINK1-AS	Gene Expression
ENSG00000244038	DDOST	Gene Expression
ENSG00000117245	KIF17	Gene Expression
ENSG00000189410	SH2D5	Gene Expression
ENSG00000233069	AL663074.1	Gene Expression
ENSG00000127483	HP1BP3	Gene Expression
ENSG00000075151	EIF4G3	Gene Expression
ENSG00000287192	AL031005.2	Gene Expression
ENSG00000117298	ECE1	Gene Expression
ENSG00000236936	AL031005.1	Gene Expression
ENSG00000231105	AL031728.1	Gene Expression
ENSG00000236009	AL592309.2	Gene Expression
ENSG00000142794	NBPF3	Gene Expression
ENSG00000162551	ALPL	Gene Expression
ENSG00000233431	LINC02596	Gene Expression
ENSG00000076864	RAP1GAP	Gene Expression
ENSG00000090686	USP48	Gene Expression
ENSG00000187942	LDLRAD2	Gene Expression
ENSG00000142798	HSPG2	Gene Expression
ENSG00000219073	CELA3B	Gene Expression
ENSG00000142789	CELA3A	Gene Expression
ENSG00000228397	LINC01635	Gene Expression
ENSG00000218510	LINC00339	Gene Expression
ENSG00000070831	CDC42	Gene Expression
ENSG00000285752	CDC42-AS1	Gene Expression
ENSG00000230068	CDC42-IT1	Gene Expression
ENSG00000162552	WNT4	Gene Expression
ENSG00000285873	AL445253.1	Gene Expression
ENSG00000184677	ZBTB40	Gene Expression
ENSG00000237200	ZBTB40-IT1	Gene Expression
ENSG00000070886	EPHA8	Gene Expression
ENSG00000173372	C1QA	Gene Expression
ENSG00000159189	C1QC	Gene Expression
ENSG00000173369	C1QB	Gene Expression
ENSG00000133216	EPHB2	Gene Expression
ENSG00000225952	AL512444.1	Gene Expression
ENSG00000215906	LACTBL1	Gene Expression
ENSG00000227868	TEX46	Gene Expression
ENSG00000004487	KDM1A	Gene Expression
ENSG00000240553	AL031428.1	Gene Expression
ENSG00000169641	LUZP1	Gene Expression
ENSG00000179546	HTR1D	Gene Expression
ENSG00000261326	LINC01355	Gene Expression
ENSG00000284726	AL109936.6	Gene Expression
ENSG00000125944	HNRNPR	Gene Expression
ENSG00000125945	ZNF436	Gene Expression
ENSG00000249087	ZNF436-AS1	Gene Expression
ENSG00000271420	AL109936.2	Gene Expression
ENSG00000204219	TCEA3	Gene Expression
ENSG00000088280	ASAP3	Gene Expression
ENSG00000007968	E2F2	Gene Expression
ENSG00000235052	AL021154.1	Gene Expression
ENSG00000117318	ID3	Gene Expression
ENSG00000285802	AL450043.1	Gene Expression
ENSG00000197880	MDS2	Gene Expression
ENSG00000142676	RPL11	Gene Expression
ENSG00000236810	ELOA-AS1	Gene Expression
ENSG00000011007	ELOA	Gene Expression
ENSG00000057757	PITHD1	Gene Expression
ENSG00000011009	LYPLA2	Gene Expression
ENSG00000117308	GALE	Gene Expression
ENSG00000117305	HMGCL	Gene Expression
ENSG00000179163	FUCA1	Gene Expression
ENSG00000188822	CNR2	Gene Expression
ENSG00000232557	AL590609.3	Gene Expression
ENSG00000189266	PNRC2	Gene Expression
ENSG00000188529	SRSF10	Gene Expression
ENSG00000225315	AL591178.1	Gene Expression
ENSG00000142661	MYOM3	Gene Expression
ENSG00000230703	AL591178.2	Gene Expression
ENSG00000142677	IL22RA1	Gene Expression
ENSG00000185436	IFNLR1	Gene Expression
ENSG00000230023	LINC02800	Gene Expression
ENSG00000232298	AL138902.1	Gene Expression
ENSG00000158055	GRHL3	Gene Expression
ENSG00000001460	STPG1	Gene Expression
ENSG00000001461	NIPAL3	Gene Expression
ENSG00000286061	RCAN3AS	Gene Expression
ENSG00000117602	RCAN3	Gene Expression
ENSG00000264443	NCMAP-DT	Gene Expression
ENSG00000184454	NCMAP	Gene Expression
ENSG00000133226	SRRM1	Gene Expression
ENSG00000284699	AL445648.1	Gene Expression
ENSG00000169504	CLIC4	Gene Expression
ENSG00000020633	RUNX3	Gene Expression
ENSG00000229162	AL445471.1	Gene Expression
ENSG00000261025	AL445471.2	Gene Expression
ENSG00000285823	LINC02793	Gene Expression
ENSG00000233755	AL050344.1	Gene Expression
ENSG00000231953	AL031432.1	Gene Expression
ENSG00000117614	SYF2	Gene Expression
ENSG00000284602	AL031432.4	Gene Expression
ENSG00000284657	AL031432.5	Gene Expression
ENSG00000117616	RSRP1	Gene Expression
ENSG00000272432	AL031432.3	Gene Expression
ENSG00000187010	RHD	Gene Expression
ENSG00000183726	TMEM50A	Gene Expression
ENSG00000188672	RHCE	Gene Expression
ENSG00000204178	MACO1	Gene Expression
ENSG00000157978	LDLRAP1	Gene Expression
ENSG00000225643	AL606491.1	Gene Expression
ENSG00000117643	MAN1C1	Gene Expression
ENSG00000233478	AL031280.1	Gene Expression
ENSG00000162430	SELENON	Gene Expression
ENSG00000228172	AL020996.1	Gene Expression
ENSG00000117640	MTFR1L	Gene Expression
ENSG00000272478	AL020996.3	Gene Expression
ENSG00000127423	AUNIP	Gene Expression
ENSG00000236528	AL033528.2	Gene Expression
ENSG00000182749	PAQR7	Gene Expression
ENSG00000117632	STMN1	Gene Expression
ENSG00000158006	PAFAH2	Gene Expression
ENSG00000158008	EXTL1	Gene Expression
ENSG00000158014	SLC30A2	Gene Expression
ENSG00000284309	AL391650.2	Gene Expression
ENSG00000158022	TRIM63	Gene Expression
ENSG00000175087	PDIK1L	Gene Expression
ENSG00000197245	FAM110D	Gene Expression
ENSG00000282872	C1orf232	Gene Expression
ENSG00000236782	AL391650.1	Gene Expression
ENSG00000142684	ZNF593	Gene Expression
ENSG00000142675	CNKSR1	Gene Expression
ENSG00000188782	CATSPER4	Gene Expression
ENSG00000130695	CEP85	Gene Expression
ENSG00000142669	SH3BGRL3	Gene Expression
ENSG00000158062	UBXN11	Gene Expression
ENSG00000169442	CD52	Gene Expression
ENSG00000176092	CRYBG2	Gene Expression
ENSG00000176083	ZNF683	Gene Expression
ENSG00000131914	LIN28A	Gene Expression
ENSG00000117682	DHDDS	Gene Expression
ENSG00000225891	AL513365.2	Gene Expression
ENSG00000198830	HMGN2	Gene Expression
ENSG00000117676	RPS6KA1	Gene Expression
ENSG00000260063	AL512408.1	Gene Expression
ENSG00000117713	ARID1A	Gene Expression
ENSG00000060642	PIGV	Gene Expression
ENSG00000204160	ZDHHC18	Gene Expression
ENSG00000175793	SFN	Gene Expression
ENSG00000142751	GPN2	Gene Expression
ENSG00000226698	AL034380.1	Gene Expression
ENSG00000198746	GPATCH3	Gene Expression
ENSG00000090273	NUDC	Gene Expression
ENSG00000131910	NR0B2	Gene Expression
ENSG00000175707	KDF1	Gene Expression
ENSG00000253368	TRNP1	Gene Expression
ENSG00000158246	TENT5B	Gene Expression
ENSG00000090020	SLC9A1	Gene Expression
ENSG00000224311	AL590640.1	Gene Expression
ENSG00000142784	WDTC1	Gene Expression
ENSG00000186501	TMEM222	Gene Expression
